placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante
88,72,2009-02-13,5,1,2008-2009,Bauru Basket,Paulistano,79.5,21.0,43.5,15.0,27.0,6.75,20.25,10.75,75.8,24.6,38.4,12.8,29.8,11.4,18.4,17.8
70,57,2009-02-18,6,1,2008-2009,Minas,Bauru Basket,81.0,22.5,43.666666666666664,14.833333333333334,36.666666666666664,10.166666666666666,26.5,17.333333333333332,75.0,19.2,41.6,14.2,27.2,6.6,20.6,10.0
104,72,2009-02-18,6,1,2008-2009,Brasília,Saldanha,79.6,17.4,47.6,14.6,35.4,10.6,24.8,14.2,71.33333333333333,19.5,37.666666666666664,14.166666666666666,30.0,10.166666666666666,19.833333333333332,6.333333333333333
90,85,2009-02-18,6,1,2008-2009,Araraquara,Limeira,75.4,23.4,37.2,14.8,30.2,6.4,23.8,13.6,85.5,32.0,34.333333333333336,19.166666666666668,30.0,7.833333333333333,22.166666666666668,16.5
91,84,2009-02-18,6,1,2008-2009,Sesi Franca,Coop/São José Basketball,81.8,19.8,44.4,17.6,31.6,9.2,22.4,15.8,81.83333333333333,27.0,39.0,15.833333333333334,26.5,7.5,19.0,13.5
67,48,2009-02-18,6,1,2008-2009,Joinville,Paulistano,84.16666666666667,30.0,39.666666666666664,14.5,35.333333333333336,9.166666666666666,26.166666666666668,18.833333333333332,71.16666666666667,22.5,36.0,12.666666666666666,30.0,10.5,19.5,15.5
86,85,2009-02-18,6,1,2008-2009,Lajeado,Pinheiros,73.83333333333333,14.0,41.333333333333336,18.5,30.166666666666668,11.166666666666666,19.0,8.833333333333334,82.5,29.0,35.0,18.5,30.333333333333332,8.166666666666666,22.166666666666668,13.333333333333334
86,84,2009-02-20,7,1,2008-2009,Sesi Franca,Limeira,82.83333333333333,21.5,43.333333333333336,18.0,32.333333333333336,9.5,22.833333333333332,15.333333333333334,85.28571428571429,30.0,34.285714285714285,21.0,29.714285714285715,7.571428571428571,22.142857142857142,15.857142857142858
103,78,2009-02-20,7,1,2008-2009,Brasília,Espírito Santo,83.5,18.5,49.0,16.0,36.5,11.0,25.5,14.0,76.83333333333333,19.0,41.666666666666664,16.166666666666668,27.333333333333332,7.166666666666667,20.166666666666668,9.166666666666666
72,71,2009-02-20,7,1,2008-2009,Araraquara,Coop/São José Basketball,74.83333333333333,25.0,35.333333333333336,14.5,30.166666666666668,6.166666666666667,24.0,15.333333333333334,80.28571428571429,26.571428571428573,38.285714285714285,15.428571428571429,26.714285714285715,7.428571428571429,19.285714285714285,14.428571428571429
90,72,2009-02-20,7,1,2008-2009,Lajeado,Paulistano,76.14285714285714,15.428571428571429,42.285714285714285,18.428571428571427,30.428571428571427,10.571428571428571,19.857142857142858,9.857142857142858,71.28571428571429,21.428571428571427,35.714285714285715,14.142857142857142,29.857142857142858,10.428571428571429,19.428571428571427,14.571428571428571
94,84,2009-02-20,7,1,2008-2009,Minas,Assis,82.85714285714286,21.857142857142858,45.714285714285715,15.285714285714286,36.857142857142854,10.714285714285714,26.142857142857142,17.142857142857142,78.4,24.0,32.8,21.6,29.8,9.6,20.2,11.8
89,72,2009-02-21,7,1,2008-2009,Joinville,Pinheiros,84.57142857142857,30.0,40.857142857142854,13.714285714285714,35.57142857142857,8.714285714285714,26.857142857142858,18.571428571428573,81.0,28.714285714285715,34.57142857142857,17.714285714285715,30.285714285714285,8.142857142857142,22.142857142857142,13.142857142857142
76,65,2009-02-23,8,1,2008-2009,Paulistano,Saldanha,71.875,21.0,36.5,14.375,30.375,10.5,19.875,14.5,70.42857142857143,18.0,38.57142857142857,13.857142857142858,29.571428571428573,10.0,19.571428571428573,6.714285714285714
72,80,2009-02-24,8,1,2008-2009,Bauru Basket,Araraquara,74.5,20.5,40.333333333333336,13.666666666666666,29.166666666666668,8.0,21.166666666666668,10.333333333333334,75.57142857142857,25.714285714285715,36.0,13.857142857142858,30.857142857142858,6.142857142857143,24.714285714285715,15.428571428571429
84,91,2009-02-25,8,1,2008-2009,Coop/São José Basketball,Brasília,80.75,27.75,37.0,16.0,26.125,7.375,18.75,14.625,84.28571428571429,18.857142857142858,48.285714285714285,17.142857142857142,37.142857142857146,10.428571428571429,26.714285714285715,15.285714285714286
