placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante
116,88,2009-04-17,8,2,2008-2009,Brasília,Limeira,88.18181818181819,21.545454545454547,46.09090909090909,20.545454545454547,33.27272727272727,8.181818181818182,25.09090909090909,15.681818181818182,85.85714285714286,27.285714285714285,39.80952380952381,18.761904761904763,29.523809523809526,7.428571428571429,22.095238095238095,16.38095238095238
83,80,2009-04-17,8,2,2008-2009,Sesi Franca,Bauru Basket,84.47619047619048,21.285714285714285,45.61904761904762,17.571428571428573,31.047619047619047,9.619047619047619,21.428571428571427,16.095238095238095,80.52380952380952,26.142857142857142,39.23809523809524,15.142857142857142,28.523809523809526,8.761904761904763,19.761904761904763,13.333333333333334
72,59,2009-04-17,8,2,2008-2009,Araraquara,Assis,75.95238095238095,25.142857142857142,35.61904761904762,15.19047619047619,28.61904761904762,6.904761904761905,21.714285714285715,15.904761904761905,76.45,22.65,34.2,19.6,28.45,8.25,20.2,11.9
73,90,2009-04-17,8,2,2008-2009,Lajeado,Flamengo,73.0,17.285714285714285,39.904761904761905,15.80952380952381,27.523809523809526,9.047619047619047,18.476190476190474,10.761904761904763,95.14285714285714,32.0,45.142857142857146,18.0,32.38095238095238,8.952380952380953,23.428571428571427,17.761904761904763
74,91,2009-04-17,8,2,2008-2009,Saldanha,Pinheiros,73.52380952380952,22.285714285714285,38.19047619047619,13.047619047619047,30.0,9.952380952380953,20.047619047619047,10.952380952380953,86.4090909090909,28.09090909090909,40.36363636363637,17.954545454545453,31.136363636363637,8.727272727272727,22.40909090909091,15.318181818181818
75,64,2009-04-17,8,2,2008-2009,Joinville,Minas,82.5,28.5,38.63636363636363,15.363636363636363,34.18181818181818,10.136363636363637,24.045454545454547,16.045454545454547,86.42857142857143,23.428571428571427,46.76190476190476,16.238095238095237,34.857142857142854,10.047619047619047,24.80952380952381,16.095238095238095
63,75,2009-04-21,9,2,2008-2009,Assis,Limeira,75.80952380952381,22.571428571428573,33.80952380952381,19.428571428571427,28.428571428571427,8.285714285714286,20.142857142857142,11.857142857142858,85.36363636363636,27.136363636363637,39.90909090909091,18.318181818181817,29.454545454545453,7.2727272727272725,22.181818181818183,16.318181818181817
86,58,2009-04-21,9,2,2008-2009,Bauru Basket,Coop/São José Basketball,80.77272727272727,26.045454545454547,39.72727272727273,15.0,28.59090909090909,8.5,20.09090909090909,13.363636363636363,77.13636363636364,24.136363636363637,37.90909090909091,15.090909090909092,28.636363636363637,9.318181818181818,19.318181818181817,12.772727272727273
99,49,2009-04-22,9,2,2008-2009,Flamengo,Saldanha,95.31818181818181,31.772727272727273,45.54545454545455,18.0,32.90909090909091,8.909090909090908,24.0,18.318181818181817,72.4090909090909,22.5,37.27272727272727,12.636363636363637,29.727272727272727,9.909090909090908,19.818181818181817,10.818181818181818
76,78,2009-04-22,9,2,2008-2009,Pinheiros,Brasília,85.95652173913044,27.652173913043477,40.52173913043478,17.782608695652176,31.0,8.73913043478261,22.26086956521739,15.347826086956522,87.73913043478261,21.52173913043478,46.08695652173913,20.130434782608695,33.21739130434783,8.26086956521739,24.956521739130434,15.73913043478261
101,70,2009-04-22,9,2,2008-2009,Minas,Espírito Santo,87.0909090909091,23.727272727272727,47.18181818181818,16.181818181818183,34.90909090909091,10.045454545454545,24.863636363636363,16.636363636363637,75.31818181818181,20.181818181818183,39.18181818181818,15.954545454545455,27.318181818181817,7.818181818181818,19.5,12.272727272727273
75,80,2009-04-22,9,2,2008-2009,Lajeado,Araraquara,73.0909090909091,17.318181818181817,39.81818181818182,15.954545454545455,27.318181818181817,9.0,18.318181818181817,10.681818181818182,76.13636363636364,25.5,35.27272727272727,15.363636363636363,28.545454545454547,6.863636363636363,21.681818181818183,15.454545454545455
79,59,2009-04-22,9,2,2008-2009,Joinville,Sesi Franca,82.34782608695652,28.695652173913043,38.43478260869565,15.217391304347826,34.17391304347826,10.0,24.17391304347826,16.043478260869566,83.31818181818181,21.136363636363637,44.81818181818182,17.363636363636363,30.681818181818183,9.272727272727273,21.40909090909091,15.909090909090908
63,60,2009-04-23,10,2,2008-2009,Assis,Coop/São José Basketball,75.22727272727273,22.227272727272727,33.90909090909091,19.09090909090909,28.727272727272727,8.272727272727273,20.454545454545453,11.636363636363637,76.3913043478261,23.73913043478261,37.73913043478261,14.91304347826087,28.652173913043477,9.347826086956522,19.304347826086957,12.782608695652174
89,77,2009-04-23,10,2,2008-2009,Bauru Basket,Limeira,81.1304347826087,26.608695652173914,39.30434782608695,15.217391304347826,28.956521739130434,8.782608695652174,20.17391304347826,13.217391304347826,85.0,27.391304347826086,39.391304347826086,18.217391304347824,29.304347826086957,7.086956521739131,22.217391304347824,16.52173913043478
68,73,2009-04-24,10,2,2008-2009,Paulistano,Brasília,76.26086956521739,21.52173913043478,39.21739130434783,15.521739130434783,31.347826086956523,10.826086956521738,20.52173913043478,14.304347826086957,87.125,21.875,45.25,20.0,33.0,8.208333333333334,24.791666666666668,15.541666666666666
