placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante
89,71,2009-04-29,11,2,2008-2009,Limeira,Saldanha,86.34782608695652,29.217391304347824,38.869565217391305,18.26086956521739,31.52173913043478,8.304347826086957,23.217391304347824,15.565217391304348,83.0,22.304347826086957,43.47826086956522,17.217391304347824,32.78260869565217,9.91304347826087,22.869565217391305,14.782608695652174
