placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante
66,71,2009-04-09,5,2,2008-2009,Paulistano,Joinville,76.26315789473684,21.0,40.31578947368421,14.947368421052632,30.526315789473685,10.526315789473685,20.0,14.842105263157896,82.0,27.157894736842106,39.36842105263158,15.473684210526315,34.26315789473684,9.736842105263158,24.526315789473685,15.894736842105264
96,79,2009-04-09,5,2,2008-2009,Pinheiros,Lajeado,85.78947368421052,28.894736842105264,38.8421052631579,18.05263157894737,30.94736842105263,8.947368421052632,22.0,15.157894736842104,73.83333333333333,17.333333333333332,40.77777777777778,15.722222222222221,28.27777777777778,9.277777777777779,19.0,11.055555555555555
76,80,2009-04-10,6,2,2008-2009,Espírito Santo,Brasília,75.6842105263158,20.526315789473685,39.473684210526315,15.68421052631579,27.157894736842106,7.421052631578948,19.736842105263158,11.947368421052632,86.5,21.45,44.9,20.15,33.65,8.25,25.4,15.2
83,62,2009-04-10,6,2,2008-2009,Limeira,Sesi Franca,85.75,27.6,39.7,18.45,29.85,7.35,22.5,16.7,84.36842105263158,20.842105263157894,46.0,17.526315789473685,30.789473684210527,9.421052631578947,21.36842105263158,16.36842105263158
74,79,2009-04-10,6,2,2008-2009,Assis,Minas,77.88888888888889,23.333333333333332,34.888888888888886,19.666666666666668,28.444444444444443,8.166666666666666,20.27777777777778,12.11111111111111,87.73684210526316,23.68421052631579,47.578947368421055,16.473684210526315,35.05263157894737,10.263157894736842,24.789473684210527,16.63157894736842
91,98,2009-04-10,6,2,2008-2009,Bauru Basket,Flamengo,81.10526315789474,25.736842105263158,39.89473684210526,15.473684210526315,28.526315789473685,8.842105263157896,19.68421052631579,13.368421052631579,95.15789473684211,31.105263157894736,46.21052631578947,17.842105263157894,32.26315789473684,9.421052631578947,22.842105263157894,18.0
76,73,2009-04-11,6,2,2008-2009,Coop/São José Basketball,Araraquara,78.35,25.35,37.7,15.3,28.7,9.25,19.45,12.95,76.78947368421052,25.736842105263158,36.526315789473685,14.526315789473685,28.894736842105264,7.105263157894737,21.789473684210527,15.736842105263158
66,61,2009-04-11,6,2,2008-2009,Paulistano,Lajeado,75.75,20.7,40.0,15.05,30.9,10.5,20.4,14.6,73.15789473684211,16.894736842105264,40.10526315789474,16.157894736842106,28.68421052631579,9.210526315789474,19.473684210526315,10.842105263157896
94,92,2009-04-11,6,2,2008-2009,Pinheiros,Joinville,86.2,28.8,39.0,18.4,31.0,8.9,22.1,15.35,82.5,28.65,38.5,15.35,34.05,9.75,24.3,16.2
90,100,2009-04-14,7,2,2008-2009,Joinville,Flamengo,82.85714285714286,28.857142857142858,38.38095238095238,15.619047619047619,34.142857142857146,9.952380952380953,24.19047619047619,16.142857142857142,95.4,31.8,45.6,18.0,32.55,9.2,23.35,17.75
64,86,2009-04-15,7,2,2008-2009,Espírito Santo,Pinheiros,75.1,20.4,39.5,15.2,27.0,7.2,19.8,12.2,86.19047619047619,28.142857142857142,39.904761904761905,18.142857142857142,31.19047619047619,8.80952380952381,22.38095238095238,15.523809523809524
94,72,2009-04-15,7,2,2008-2009,Brasília,Coop/São José Basketball,86.85714285714286,21.285714285714285,45.42857142857143,20.142857142857142,33.476190476190474,8.285714285714286,25.19047619047619,15.476190476190476,78.04761904761905,24.857142857142858,38.0,15.19047619047619,28.904761904761905,9.380952380952381,19.523809523809526,12.952380952380953
64,70,2009-04-15,7,2,2008-2009,Araraquara,Bauru Basket,76.15,25.35,35.9,14.9,28.6,6.95,21.65,15.7,80.55,25.65,39.5,15.4,28.5,8.8,19.7,13.3
76,68,2009-04-15,7,2,2008-2009,Sesi Franca,Assis,84.05,21.0,45.5,17.55,30.9,9.55,21.35,16.15,77.36842105263158,23.210526315789473,34.73684210526316,19.42105263157895,28.736842105263158,8.421052631578947,20.31578947368421,12.0
70,84,2009-04-15,7,2,2008-2009,Lajeado,Minas,73.0,16.8,40.4,15.8,27.75,9.0,18.75,10.8,87.55,23.7,47.6,16.25,34.95,10.0,24.95,16.5
88,96,2009-04-15,7,2,2008-2009,Saldanha,Paulistano,73.5,22.8,37.7,13.0,30.1,10.0,20.1,10.8,76.71428571428571,21.428571428571427,39.61904761904762,15.666666666666666,31.523809523809526,10.761904761904763,20.761904761904763,14.428571428571429
