placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante
83,80,2009-02-25,8,1,2008-2009,Assis,Sesi Franca,79.16666666666667,24.0,34.333333333333336,20.833333333333332,30.833333333333332,9.0,21.833333333333332,11.5,83.0,21.857142857142858,44.0,17.142857142857142,32.857142857142854,9.571428571428571,23.285714285714285,15.142857142857142
105,83,2009-02-25,8,1,2008-2009,Flamengo,Joinville,97.33333333333333,35.0,46.666666666666664,15.666666666666666,31.333333333333332,10.0,21.333333333333332,17.5,84.375,30.75,39.75,13.875,35.125,8.75,26.375,18.25
88,85,2009-02-27,9,1,2008-2009,Limeira,Brasília,85.625,29.25,34.75,21.625,30.75,7.75,23.0,15.25,84.375,19.875,48.25,16.25,38.375,10.5,27.875,15.125
78,67,2009-02-27,9,1,2008-2009,Paulistano,Espírito Santo,72.55555555555556,20.666666666666668,37.55555555555556,14.333333333333334,31.22222222222222,10.444444444444445,20.77777777777778,14.777777777777779,76.5,19.125,41.5,15.875,27.375,7.5,19.875,9.875
83,75,2009-02-27,9,1,2008-2009,Pinheiros,Saldanha,83.44444444444444,29.333333333333332,35.111111111111114,19.0,31.333333333333332,8.11111111111111,23.22222222222222,14.444444444444445,71.0,18.375,39.25,13.375,29.0,9.375,19.625,7.875
92,74,2009-02-27,9,1,2008-2009,Bauru Basket,Sesi Franca,77.0,20.571428571428573,42.0,14.428571428571429,29.571428571428573,7.571428571428571,22.0,11.857142857142858,82.125,20.625,44.75,16.75,32.5,9.5,23.0,14.125
81,79,2009-02-27,9,1,2008-2009,Assis,Araraquara,79.42857142857143,23.142857142857142,36.285714285714285,20.0,30.285714285714285,9.285714285714286,21.0,11.571428571428571,76.0,27.75,35.25,13.0,30.25,6.5,23.75,15.25
110,69,2009-02-27,9,1,2008-2009,Flamengo,Lajeado,99.14285714285714,33.857142857142854,49.142857142857146,16.142857142857142,32.57142857142857,10.285714285714286,22.285714285714285,18.0,75.25,16.875,40.75,17.625,29.75,10.25,19.5,10.25
103,97,2009-03-01,7,1,2008-2009,Flamengo,Bauru Basket,99.625,35.25,48.75,15.625,31.25,9.75,21.5,18.75,79.5,24.375,41.25,13.875,28.625,7.5,21.125,12.125
96,94,2009-03-04,10,1,2008-2009,Brasília,Pinheiros,85.66666666666667,20.0,49.111111111111114,16.555555555555557,37.666666666666664,10.0,27.666666666666668,15.222222222222221,84.5,28.5,37.2,18.8,31.6,9.0,22.6,14.2
73,84,2009-03-04,10,1,2008-2009,Coop/São José Basketball,Bauru Basket,79.88888888888889,28.333333333333332,36.44444444444444,15.11111111111111,25.666666666666668,7.555555555555555,18.11111111111111,14.222222222222221,80.0,26.333333333333332,40.22222222222222,13.444444444444445,28.0,7.111111111111111,20.88888888888889,12.666666666666666
80,78,2009-03-04,10,1,2008-2009,Limeira,Assis,85.0,28.0,34.666666666666664,22.333333333333332,30.444444444444443,7.222222222222222,23.22222222222222,15.444444444444445,79.25,22.875,36.5,19.875,30.375,8.5,21.875,11.625
81,104,2009-03-04,10,1,2008-2009,Saldanha,Flamengo,72.11111111111111,19.333333333333332,39.55555555555556,13.222222222222221,29.666666666666668,9.777777777777779,19.88888888888889,8.555555555555555,100.11111111111111,35.333333333333336,49.111111111111114,15.666666666666666,30.555555555555557,9.0,21.555555555555557,18.11111111111111
69,99,2009-03-04,10,1,2008-2009,Espírito Santo,Minas,75.66666666666667,18.333333333333332,41.55555555555556,15.777777777777779,26.22222222222222,7.777777777777778,18.444444444444443,9.88888888888889,84.875,24.375,45.5,15.0,36.375,10.375,26.0,17.75
61,66,2009-03-04,10,1,2008-2009,Araraquara,Lajeado,74.33333333333333,27.333333333333332,34.0,13.0,30.22222222222222,6.666666666666667,23.555555555555557,15.0,74.22222222222223,16.333333333333332,40.44444444444444,17.444444444444443,30.77777777777778,10.88888888888889,19.88888888888889,10.444444444444445
71,72,2009-03-04,10,1,2008-2009,Sesi Franca,Joinville,80.88888888888889,20.666666666666668,44.0,16.22222222222222,32.666666666666664,10.0,22.666666666666668,14.333333333333334,83.0,29.0,40.666666666666664,13.333333333333334,35.55555555555556,9.333333333333334,26.22222222222222,17.333333333333332
