placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante
84,72,2009-05-03,6,1,2008-2009,Flamengo,Assis,94.8,30.6,45.28,18.92,32.8,8.84,23.96,17.92,75.88,22.2,34.4,19.28,28.96,7.8,21.16,11.72
95,73,2009-05-03,8,1,2008-2009,Minas,Lajeado,87.84,23.52,48.0,16.32,35.32,10.0,25.32,17.16,73.57692307692308,18.46153846153846,39.76923076923077,15.346153846153847,26.923076923076923,8.576923076923077,18.346153846153847,11.423076923076923
82,71,2009-05-05,13,2,2008-2009,Sesi Franca,Minas,84.15384615384616,21.576923076923077,45.15384615384615,17.423076923076923,30.923076923076923,9.307692307692308,21.615384615384617,16.576923076923077,87.1923076923077,23.076923076923077,48.0,16.115384615384617,35.23076923076923,10.076923076923077,25.153846153846153,17.307692307692307
76,34,2009-05-06,13,2,2008-2009,Espírito Santo,Assis,75.11538461538461,19.846153846153847,39.53846153846154,15.73076923076923,27.96153846153846,7.538461538461538,20.423076923076923,12.423076923076923,74.26923076923077,21.807692307692307,33.61538461538461,18.846153846153847,28.76923076923077,7.769230769230769,21.0,11.461538461538462
85,81,2009-05-06,13,2,2008-2009,Joinville,Brasília,83.18518518518519,29.444444444444443,38.370370370370374,15.37037037037037,33.370370370370374,9.148148148148149,24.22222222222222,16.037037037037038,86.88888888888889,22.555555555555557,44.51851851851852,19.814814814814813,32.44444444444444,8.037037037037036,24.40740740740741,15.296296296296296
69,76,2009-05-06,13,2,2008-2009,Araraquara,Flamengo,74.76923076923077,25.03846153846154,35.38461538461539,14.346153846153847,28.26923076923077,6.846153846153846,21.423076923076923,15.153846153846153,94.07692307692308,30.0,44.84615384615385,19.23076923076923,33.11538461538461,8.76923076923077,24.346153846153847,17.923076923076923
80,72,2009-05-06,13,2,2008-2009,Limeira,Pinheiros,84.96153846153847,26.884615384615383,39.69230769230769,18.384615384615383,29.846153846153847,7.461538461538462,22.384615384615383,16.692307692307693,86.34615384615384,27.346153846153847,40.84615384615385,18.153846153846153,32.0,9.115384615384615,22.884615384615383,15.115384615384615
82,79,2009-05-06,13,2,2008-2009,Coop/São José Basketball,Paulistano,76.76923076923077,23.76923076923077,37.69230769230769,15.307692307692308,29.115384615384617,9.423076923076923,19.692307692307693,12.76923076923077,76.1923076923077,21.23076923076923,39.53846153846154,15.423076923076923,31.153846153846153,10.576923076923077,20.576923076923077,13.846153846153847
75,95,2009-05-06,13,2,2008-2009,Saldanha,Bauru Basket,72.76923076923077,23.307692307692307,36.92307692307692,12.538461538461538,29.5,9.923076923076923,19.576923076923077,11.23076923076923,81.65384615384616,26.653846153846153,40.15384615384615,14.846153846153847,29.692307692307693,9.192307692307692,20.5,13.115384615384615
68,77,2009-05-08,14,2,2008-2009,Espírito Santo,Bauru Basket,74.85185185185185,19.88888888888889,39.48148148148148,15.481481481481481,28.14814814814815,7.666666666666667,20.48148148148148,12.444444444444445,81.48148148148148,26.333333333333332,40.2962962962963,14.851851851851851,29.62962962962963,9.148148148148149,20.48148148148148,13.148148148148149
78,81,2009-05-08,14,2,2008-2009,Araraquara,Minas,74.88888888888889,24.77777777777778,35.77777777777778,14.333333333333334,28.444444444444443,6.962962962962963,21.48148148148148,15.407407407407407,86.96296296296296,22.88888888888889,47.55555555555556,16.51851851851852,35.333333333333336,10.074074074074074,25.25925925925926,17.444444444444443
67,94,2009-05-08,14,2,2008-2009,Lajeado,Brasília,73.33333333333333,18.77777777777778,39.25925925925926,15.296296296296296,26.85185185185185,8.555555555555555,18.296296296296298,11.333333333333334,87.14285714285714,22.392857142857142,45.0,19.75,32.785714285714285,8.035714285714286,24.75,15.607142857142858
81,86,2009-05-08,14,2,2008-2009,Sesi Franca,Flamengo,84.03703703703704,21.88888888888889,44.81481481481482,17.333333333333332,30.85185185185185,9.296296296296296,21.555555555555557,16.666666666666668,93.77777777777777,29.88888888888889,44.592592592592595,19.296296296296298,33.333333333333336,8.925925925925926,24.40740740740741,18.074074074074073
94,97,2009-05-08,14,2,2008-2009,Coop/São José Basketball,Pinheiros,77.4074074074074,24.555555555555557,37.629629629629626,15.222222222222221,29.48148148148148,9.666666666666666,19.814814814814813,12.962962962962964,86.74074074074075,27.77777777777778,40.888888888888886,18.074074074074073,31.85185185185185,9.074074074074074,22.77777777777778,15.333333333333334
108,87,2009-05-08,14,2,2008-2009,Limeira,Paulistano,85.81481481481481,27.22222222222222,40.148148148148145,18.444444444444443,29.74074074074074,7.518518518518518,22.22222222222222,16.814814814814813,76.5925925925926,21.22222222222222,39.48148148148148,15.88888888888889,31.11111111111111,10.62962962962963,20.48148148148148,14.037037037037036
76,79,2009-05-08,14,2,2008-2009,Saldanha,Assis,72.88888888888889,23.11111111111111,37.03703703703704,12.74074074074074,29.40740740740741,9.88888888888889,19.51851851851852,11.25925925925926,74.44444444444444,22.333333333333332,33.55555555555556,18.555555555555557,28.77777777777778,7.814814814814815,20.962962962962962,11.37037037037037
