placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante
88,106,2009-04-08,5,2,2008-2009,Assis,Flamengo,77.5,24.375,33.25,19.875,28.0625,7.9375,20.125,11.8125,94.3529411764706,30.705882352941178,45.64705882352941,18.0,32.588235294117645,9.647058823529411,22.941176470588236,17.823529411764707
