placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante
82,75,2009-03-13,13,1,2008-2009,Saldanha,Coop/São José Basketball,73.58333333333333,21.25,40.166666666666664,12.166666666666666,29.416666666666668,9.666666666666666,19.75,9.25,79.25,27.25,36.0,16.0,25.5,7.833333333333333,17.666666666666668,14.166666666666666
82,64,2009-03-14,13,1,2008-2009,Joinville,Assis,81.25,28.5,39.166666666666664,13.583333333333334,35.916666666666664,9.416666666666666,26.5,17.166666666666668,77.27272727272727,24.0,33.09090909090909,20.181818181818183,28.363636363636363,7.818181818181818,20.545454545454547,10.454545454545455
78,82,2009-03-15,13,1,2008-2009,Flamengo,Brasília,95.72727272727273,32.72727272727273,46.18181818181818,16.818181818181817,30.636363636363637,9.272727272727273,21.363636363636363,17.545454545454547,87.25,22.25,46.5,18.5,36.5,9.666666666666666,26.833333333333332,15.916666666666666
100,83,2009-03-18,14,1,2008-2009,Flamengo,Araraquara,96.08333333333333,32.25,46.166666666666664,17.666666666666668,31.416666666666668,9.416666666666666,22.0,17.333333333333332,75.38461538461539,26.076923076923077,35.53846153846154,13.76923076923077,30.0,6.846153846153846,23.153846153846153,16.46153846153846
79,88,2009-03-18,14,1,2008-2009,Brasília,Joinville,86.61538461538461,22.384615384615383,45.53846153846154,18.692307692307693,35.61538461538461,9.153846153846153,26.46153846153846,15.692307692307692,81.76923076923077,27.923076923076923,39.84615384615385,14.0,35.61538461538461,9.076923076923077,26.53846153846154,16.76923076923077
95,79,2009-03-18,14,1,2008-2009,Minas,Sesi Franca,85.63636363636364,22.09090909090909,47.63636363636363,15.909090909090908,35.63636363636363,10.818181818181818,24.818181818181817,16.363636363636363,85.92307692307692,22.615384615384617,46.61538461538461,16.692307692307693,32.23076923076923,9.692307692307692,22.53846153846154,16.846153846153847
63,68,2009-03-18,14,1,2008-2009,Assis,Espírito Santo,76.08333333333333,23.25,32.666666666666664,20.166666666666668,28.5,7.666666666666667,20.833333333333332,10.583333333333334,74.92307692307692,19.846153846153847,40.30769230769231,14.76923076923077,27.46153846153846,7.384615384615385,20.076923076923077,11.538461538461538
92,76,2009-03-18,14,1,2008-2009,Bauru Basket,Saldanha,78.07692307692308,24.46153846153846,39.84615384615385,13.76923076923077,28.615384615384617,7.230769230769231,21.384615384615383,12.538461538461538,73.76923076923077,21.46153846153846,40.0,12.307692307692308,29.46153846153846,9.846153846153847,19.615384615384617,9.461538461538462
96,81,2009-03-18,14,1,2008-2009,Pinheiros,Limeira,85.23076923076923,29.76923076923077,37.07692307692308,18.384615384615383,31.923076923076923,9.23076923076923,22.692307692307693,14.692307692307692,84.0,27.692307692307693,37.23076923076923,19.076923076923077,29.615384615384617,7.3076923076923075,22.307692307692307,16.0
82,63,2009-03-18,14,1,2008-2009,Paulistano,Coop/São José Basketball,74.6923076923077,21.23076923076923,39.69230769230769,13.76923076923077,32.15384615384615,11.615384615384615,20.53846153846154,15.0,78.0,26.53846153846154,36.15384615384615,15.307692307692308,26.76923076923077,8.384615384615385,18.384615384615383,14.0
93,75,2009-03-20,15,1,2008-2009,Flamengo,Sesi Franca,95.84615384615384,32.30769230769231,46.30769230769231,17.23076923076923,31.23076923076923,9.23076923076923,22.0,18.0,85.28571428571429,21.857142857142858,47.0,16.428571428571427,32.5,10.0,22.5,17.0
85,64,2009-03-20,15,1,2008-2009,Brasília,Lajeado,86.5,22.071428571428573,45.714285714285715,18.714285714285715,35.5,9.142857142857142,26.357142857142858,15.285714285714286,72.07692307692308,15.692307692307692,39.69230769230769,16.692307692307693,28.53846153846154,10.307692307692308,18.23076923076923,9.846153846153847
86,74,2009-03-20,15,1,2008-2009,Minas,Araraquara,85.66666666666667,21.5,48.5,15.666666666666666,35.833333333333336,10.833333333333334,25.0,16.25,75.28571428571429,26.142857142857142,35.714285714285715,13.428571428571429,29.571428571428573,6.785714285714286,22.785714285714285,16.142857142857142
93,73,2009-03-20,15,1,2008-2009,Assis,Saldanha,77.38461538461539,23.53846153846154,33.69230769230769,20.153846153846153,29.23076923076923,7.923076923076923,21.307692307692307,11.076923076923077,73.71428571428571,21.642857142857142,39.42857142857143,12.642857142857142,29.428571428571427,9.928571428571429,19.5,9.5
77,74,2009-03-20,15,1,2008-2009,Bauru Basket,Espírito Santo,78.0,23.785714285714285,40.285714285714285,13.928571428571429,28.5,7.357142857142857,21.142857142857142,12.714285714285714,74.85714285714286,20.142857142857142,40.285714285714285,14.428571428571429,27.0,7.071428571428571,19.928571428571427,11.071428571428571
92,86,2009-03-20,15,1,2008-2009,Pinheiros,Coop/São José Basketball,85.71428571428571,29.142857142857142,37.57142857142857,19.0,32.285714285714285,9.214285714285714,23.071428571428573,14.714285714285714,78.57142857142857,26.357142857142858,37.285714285714285,14.928571428571429,27.071428571428573,8.5,18.571428571428573,14.0
