placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,ER_casa,IA%_casa,3PC_casa,3PT_casa,3P%_casa,2PC_casa,2PT_casa,2P%_casa,LLC_casa,LLT_casa,LL%_casa,EN_casa,BR_casa,B/E_casa,TO_casa,FC_casa,T/FC_casa,ET_casa,VI_casa,EF_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante,ER_visitante,IA%_visitante,3PC_visitante,3PT_visitante,3P%_visitante,2PC_visitante,2PT_visitante,2P%_visitante,LLC_visitante,LLT_visitante,LL%_visitante,EN_visitante,BR_visitante,B/E_visitante,TO_visitante,FC_visitante,T/FC_visitante,ET_visitante,VI_visitante,EF_visitante
88,71,2014-05-13,1,5,2013-2014,Paulistano,Coop/São José Basketball,80.55629139072848,32.24503311258278,40.87417218543046,15.781456953642385,32.16556291390729,10.258278145695364,21.90728476821192,13.304635761589404,14.172185430463577,1.0366225165562912,7.966887417218543,22.635761589403973,35.645099337748334,20.43708609271523,39.24503311258278,52.22231788079469,15.781456953642385,22.125827814569536,70.60609271523181,1.5165562913907285,7.966887417218543,0.6180794701986756,1.9602649006622517,22.019867549668874,0.09278145695364236,14.172185430463577,2.205298013245033,84.7748344370861,80.94610778443113,32.047904191616766,39.377245508982035,15.934131736526947,32.538922155688624,9.365269461077844,23.17365269461078,16.38323353293413,13.892215568862275,1.2783233532934124,8.544910179640718,24.347305389221557,35.193413173652694,19.688622754491018,36.616766467065865,53.91778443113774,15.934131736526947,20.79640718562874,76.26712574850296,0.8143712574850299,7.017964071856287,0.531197604790419,2.3532934131736525,19.065868263473053,0.13155688622754488,13.892215568862275,1.844311377245509,89.59880239520957
65,69,2014-05-14,2,5,2013-2014,Flamengo,Mogi,88.98837209302326,35.075581395348834,44.13953488372093,17.203488372093023,33.43023255813954,8.80232558139535,24.627906976744185,15.581395348837209,12.220930232558139,1.4278488372093021,9.215116279069768,23.947674418604652,38.730406976744185,22.069767441860463,38.73255813953488,57.23604651162789,17.203488372093023,22.656976744186046,75.89976744186045,1.8488372093023255,8.19767441860465,0.7338953488372092,1.686046511627907,19.726744186046513,0.08750000000000004,12.220930232558139,1.6511627906976745,100.93023255813954,78.18181818181819,36.54545454545455,38.64935064935065,18.103896103896105,34.701298701298704,11.064935064935066,23.636363636363637,13.571428571428571,14.545454545454545,1.0333766233766237,7.142857142857143,19.857142857142858,35.933246753246756,19.324675324675326,40.324675324675326,48.02987012987012,18.103896103896105,24.2987012987013,74.0274025974026,0.8831168831168831,7.974025974025974,0.5876623376623376,1.3896103896103895,22.142857142857142,0.06714285714285713,14.545454545454545,3.0,84.93506493506493
78,83,2014-05-15,2,5,2013-2014,Paulistano,Coop/São José Basketball,80.53947368421052,32.171052631578945,40.93421052631579,15.723684210526315,32.19078947368421,10.282894736842104,21.907894736842106,13.296052631578947,14.131578947368421,1.0396710526315787,7.9605263157894735,22.68421052631579,35.564078947368415,20.467105263157894,39.2828947368421,52.24427631578947,15.723684210526315,22.05263157894737,70.56026315789477,1.506578947368421,7.973684210526316,0.6214473684210526,1.9539473684210527,22.019736842105264,0.09249999999999999,14.131578947368421,2.223684210526316,84.75,80.95833333333333,32.07142857142857,39.357142857142854,15.904761904761905,32.57142857142857,9.351190476190476,23.220238095238095,16.404761904761905,13.892857142857142,1.2792261904761897,8.56547619047619,24.327380952380953,35.32404761904762,19.678571428571427,36.607142857142854,53.9029761904762,15.904761904761905,20.791666666666668,76.14053571428569,0.8095238095238095,6.988095238095238,0.5288690476190475,2.357142857142857,19.053571428571427,0.13184523809523807,13.892857142857142,1.8571428571428572,89.64285714285714
78,80,2014-05-17,3,5,2013-2014,Mogi,Flamengo,78.17948717948718,36.5,38.61538461538461,17.987179487179485,34.756410256410255,11.115384615384615,23.641025641025642,13.653846153846153,14.564102564102564,1.0361538461538464,7.1923076923076925,19.935897435897434,36.015,19.307692307692307,40.32051282051282,47.99102564102563,17.987179487179485,24.153846153846153,73.96589743589743,0.9358974358974359,8.012820512820513,0.5889743589743589,1.3974358974358974,22.08974358974359,0.06769230769230769,14.564102564102564,3.0256410256410255,85.03846153846153,88.9364161849711,35.09826589595376,44.08092485549133,17.14450867052023,33.42774566473989,8.809248554913294,24.61849710982659,15.589595375722544,12.22543352601156,1.4271676300578031,9.236994219653178,23.982658959537574,38.75699421965317,22.040462427745666,38.70520231213873,57.194219653179175,17.14450867052023,22.578034682080926,75.91063583815027,1.8439306358381502,8.208092485549132,0.7341040462427745,1.69364161849711,19.69942196531792,0.08815028901734107,12.22543352601156,1.6473988439306357,100.89017341040463
74,80,2014-05-18,3,5,2013-2014,Coop/São José Basketball,Paulistano,80.9171597633136,31.952662721893493,39.337278106508876,15.964497041420119,32.585798816568044,9.378698224852071,23.207100591715978,16.384615384615383,13.911242603550296,1.2761538461538453,8.538461538461538,24.29585798816568,35.23958579881657,19.668639053254438,36.603550295857985,53.87988165680475,15.964497041420119,20.875739644970412,76.12958579881655,0.8047337278106509,7.029585798816568,0.5305917159763313,2.3491124260355027,19.088757396449704,0.13130177514792896,13.911242603550296,1.8757396449704142,89.57396449704142,80.5359477124183,32.13725490196079,40.86274509803921,15.77124183006536,32.189542483660134,10.27450980392157,21.915032679738562,13.287581699346406,14.15032679738562,1.0375163398692808,7.967320261437909,22.673202614379086,35.611764705882344,20.431372549019606,39.22222222222222,52.22960784313725,15.77124183006536,22.104575163398692,70.6001960784314,1.4967320261437909,7.993464052287582,0.6216339869281047,1.9477124183006536,22.052287581699346,0.09215686274509802,14.15032679738562,2.2287581699346406,84.7516339869281
71,79,2014-05-19,4,5,2013-2014,Mogi,Flamengo,78.0886075949367,36.18987341772152,38.68354430379747,17.949367088607595,34.63291139240506,11.075949367088608,23.556962025316455,13.683544303797468,14.544303797468354,1.0386075949367093,7.151898734177215,19.89873417721519,35.856962025316456,19.341772151898734,40.30379746835443,48.09759493670885,17.949367088607595,24.10126582278481,73.97898734177214,0.9493670886075949,8.037974683544304,0.5912658227848101,1.4050632911392404,22.17721518987342,0.06772151898734177,14.544303797468354,3.0,84.92405063291139,88.87931034482759,34.96551724137931,44.10344827586207,17.155172413793103,33.42528735632184,8.827586206896552,24.597701149425287,15.591954022988507,12.235632183908047,1.42551724137931,9.206896551724139,23.96551724137931,38.643735632183905,22.051724137931036,38.67816091954023,57.2712068965517,17.155172413793103,22.586206896551722,75.92936781609194,1.8620689655172413,8.21264367816092,0.7335632183908045,1.6954022988505748,19.724137931034484,0.0881034482758621,12.235632183908047,1.6551724137931034,100.84482758620689
96,68,2014-05-20,4,5,2013-2014,Coop/São José Basketball,Paulistano,81.00588235294117,31.99411764705882,39.36470588235294,15.947058823529412,32.61764705882353,9.382352941176471,23.235294117647058,16.405882352941177,13.882352941176471,1.2817058823529404,8.564705882352941,24.33529411764706,35.279,19.68235294117647,36.588235294117645,53.94358823529413,15.947058823529412,20.86470588235294,76.08423529411762,0.8,7.035294117647059,0.532705882352941,2.347058823529412,19.08823529411765,0.13117647058823526,13.882352941176471,1.8647058823529412,89.74705882352941,80.45454545454545,32.04545454545455,40.857142857142854,15.733766233766234,32.201298701298704,10.285714285714286,21.915584415584416,13.25974025974026,14.155844155844155,1.0346753246753244,7.954545454545454,22.707792207792206,35.51967532467532,20.428571428571427,39.20779220779221,52.241428571428564,15.733766233766234,22.038961038961038,70.68285714285716,1.5,7.9935064935064934,0.6210389610389612,1.9350649350649352,22.051948051948052,0.09155844155844153,14.155844155844155,2.227272727272727,84.6103896103896
81,68,2014-05-23,5,5,2013-2014,Paulistano,Coop/São José Basketball,80.45806451612903,32.07096774193548,40.78709677419355,15.729032258064516,32.23870967741936,10.335483870967742,21.903225806451612,13.245161290322581,14.116129032258064,1.0369032258064514,7.980645161290322,22.787096774193547,35.51174193548386,20.393548387096775,39.18709677419355,52.17322580645161,15.729032258064516,22.006451612903227,70.79612903225808,1.4967741935483871,8.019354838709678,0.6267096774193549,1.9419354838709677,22.06451612903226,0.09180645161290321,14.116129032258064,2.225806451612903,84.65161290322581,80.9298245614035,31.94736842105263,39.32163742690059,15.923976608187134,32.654970760233915,9.403508771929825,23.251461988304094,16.380116959064328,13.894736842105264,1.2785964912280694,8.56140350877193,24.333333333333332,35.26760233918129,19.660818713450293,36.56140350877193,53.92052631578948,15.923976608187134,20.842105263157894,76.05210526315787,0.7953216374269005,7.017543859649122,0.5310526315789472,2.3391812865497075,19.093567251461987,0.13070175438596487,13.894736842105264,1.8771929824561404,89.6374269005848
78,73,2014-05-31,1,6,2013-2014,Flamengo,Paulistano,88.81714285714285,34.902857142857144,44.034285714285716,17.18285714285714,33.42285714285714,8.82857142857143,24.594285714285714,15.56,12.234285714285715,1.4221142857142854,9.2,23.97714285714286,38.59874285714285,22.017142857142858,38.61714285714286,57.27045714285712,17.18285714285714,22.662857142857142,75.8446857142857,1.8514285714285714,8.205714285714286,0.7326857142857143,1.6857142857142857,19.754285714285714,0.08760000000000003,12.234285714285715,1.6571428571428573,100.68,80.41025641025641,31.96153846153846,40.794871794871796,15.73076923076923,32.26282051282051,10.33974358974359,21.923076923076923,13.217948717948717,14.10897435897436,1.0346794871794869,7.961538461538462,22.775641025641026,35.43673076923076,20.397435897435898,39.19230769230769,52.17532051282051,15.73076923076923,22.012820512820515,70.78826923076925,1.4871794871794872,8.006410256410257,0.6256410256410257,1.9294871794871795,22.134615384615383,0.0912179487179487,14.10897435897436,2.2371794871794872,84.55128205128206
91,99,2014-10-31,1,1,2014-2015,Paulistano,Flamengo,80.47770700636943,31.872611464968152,40.9171974522293,15.713375796178344,32.28025477707006,10.35031847133758,21.929936305732483,13.210191082802547,14.063694267515924,1.0389808917197452,7.949044585987261,22.78343949044586,35.37025477707006,20.45859872611465,39.24203821656051,52.24955414012739,15.713375796178344,22.0,70.75140127388536,1.5095541401273886,8.019108280254777,0.6307643312101912,1.9235668789808917,22.146496815286625,0.09089171974522291,14.063694267515924,2.2229299363057327,84.64968152866243,88.875,34.94318181818182,44.02272727272727,17.170454545454547,33.44318181818182,8.846590909090908,24.59659090909091,15.602272727272727,12.232954545454545,1.4249431818181815,9.227272727272727,23.994318181818183,38.67403409090909,22.011363636363637,38.63068181818182,57.23607954545452,17.170454545454547,22.65340909090909,75.81960227272727,1.8579545454545454,8.198863636363637,0.7318181818181819,1.6875,19.75,0.08772727272727275,12.232954545454545,1.6477272727272727,100.77272727272727
