placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,ER_casa,IA%_casa,3PC_casa,3PT_casa,3P%_casa,2PC_casa,2PT_casa,2P%_casa,LLC_casa,LLT_casa,LL%_casa,EN_casa,BR_casa,B/E_casa,TO_casa,FC_casa,T/FC_casa,ET_casa,VI_casa,EF_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante,ER_visitante,IA%_visitante,3PC_visitante,3PT_visitante,3P%_visitante,2PC_visitante,2PT_visitante,2P%_visitante,LLC_visitante,LLT_visitante,LL%_visitante,EN_visitante,BR_visitante,B/E_visitante,TO_visitante,FC_visitante,T/FC_visitante,ET_visitante,VI_visitante,EF_visitante
86,85,2024-03-09,7,2,2023-2024,Corinthians,UNIFACISA,80.4,32.7,35.6,12.1,35.1,8.3,26.8,18.8,12.2,1.634,10.9,28.0,38.587,17.8,34.0,52.63499999999999,12.1,16.7,74.462,1.9,7.2,0.606,2.0,16.9,0.119,12.2,1.8,93.4,83.25,31.95,34.4,16.9,36.7,9.9,26.8,16.35,12.15,1.3579999999999999,10.65,31.95,33.016999999999996,17.2,32.7,52.97700000000001,16.9,20.45,81.15200000000002,0.45,6.2,0.5069999999999999,1.6,17.6,0.09100000000000001,12.15,2.15,91.6
83,73,2024-03-09,7,2,2023-2024,Pato Basquete,Paulistano,77.833,26.2,41.533,10.1,37.4,11.7,25.7,16.433,11.2,1.565,8.733,28.032999999999998,31.067999999999994,20.767000000000003,38.132999999999996,54.312,10.1,15.232999999999999,68.67000000000002,1.233,4.867,0.441,1.133,20.567,0.054000000000000006,11.2,2.133,84.667,74.2,21.75,38.9,13.55,37.1,9.95,27.15,15.95,13.25,1.424,7.25,24.9,28.639999999999997,19.45,37.95,51.092,13.55,18.9,72.482,1.75,8.85,0.748,2.25,20.4,0.121,13.25,3.35,83.6
79,64,2024-03-09,8,2,2023-2024,Mogi,Coop/São José Basketball,72.7,27.3,32.0,13.4,34.9,11.4,23.5,15.9,13.9,1.179,9.1,26.4,34.144999999999996,16.0,35.9,44.669999999999995,13.4,19.2,68.98599999999999,1.0,6.6,0.477,0.6,23.5,0.024,13.9,2.8,73.8,78.9,23.7,43.5,11.7,35.8,9.3,26.5,17.45,14.6,1.229,7.9,23.25,33.771,21.75,40.25,54.612,11.7,16.7,68.552,2.65,6.55,0.45999999999999996,1.65,20.5,0.084,14.6,3.45,86.9
81,84,2024-03-10,8,2,2023-2024,Cerrado,R10 Score Vasco da Gama,79.0,26.1,39.4,13.5,36.3,10.2,26.1,14.9,13.9,1.123,8.7,24.4,35.647,19.7,37.3,53.001,13.5,19.0,69.93500000000002,1.1,7.0,0.509,1.5,19.0,0.085,13.9,3.2,86.0,83.6,29.25,37.5,16.85,34.8,7.45,27.35,21.35,13.4,1.666,9.75,25.7,38.156000000000006,18.75,31.75,58.769000000000005,16.85,22.2,76.79799999999999,2.4,6.65,0.4969999999999999,2.8,21.9,0.129,13.4,2.35,101.5
106,108,2024-03-10,8,2,2023-2024,BRB/Brasília,Botafogo,75.2,29.7,33.0,12.5,32.0,9.6,22.4,14.7,12.2,1.3799999999999997,9.9,28.6,33.813,16.5,36.6,45.56000000000001,12.5,16.8,71.48300000000002,1.3,6.6,0.622,2.2,19.4,0.11700000000000002,12.2,2.6,75.4,82.867,27.0,39.267,16.6,34.6,10.733,23.867,17.333,13.7,1.328,9.0,27.2,33.534000000000006,19.633,39.267,49.798,16.6,22.7,71.618,0.967,6.933,0.507,2.3,21.1,0.10799999999999998,13.7,3.0,86.4
67,89,2024-03-11,8,2,2023-2024,Pinheiros,UNIFACISA,73.4,22.2,38.8,12.4,37.4,11.4,26.0,20.5,11.8,1.9469999999999998,7.4,24.3,30.682000000000006,19.4,38.1,51.404999999999994,12.4,16.1,75.588,1.1,4.5,0.4090000000000001,1.9,18.6,0.10600000000000001,11.8,1.9,86.6,82.9,31.5,34.8,16.6,37.1,10.1,27.0,16.9,11.5,1.677,10.5,31.8,32.705,17.4,33.5,52.184000000000005,16.6,20.2,80.783,0.5,6.7,0.6749999999999999,1.5,17.7,0.08600000000000001,11.5,2.3,92.6
67,78,2024-03-12,8,2,2023-2024,Bauru Basket,Sesi Franca,82.5,26.7,41.8,14.0,33.2,8.8,24.4,19.7,10.9,1.855,8.9,27.2,32.742000000000004,20.9,37.4,56.188,14.0,18.7,74.91,1.5,7.4,0.694,2.7,21.8,0.13,10.9,1.4,95.1,89.95,36.9,36.401,16.649,39.099,11.35,27.748999999999995,20.149,11.998999999999999,1.78,12.3,29.048999999999996,41.833999999999996,18.199,35.599,50.591,16.649,20.351,81.57000000000001,2.8510000000000004,6.101000000000001,0.5170000000000001,2.4989999999999997,20.398999999999994,0.123,11.998999999999999,2.601,107.95099999999998
69,67,2024-03-12,6,2,2023-2024,Flamengo,Coop/São José Basketball,86.699,28.8,41.6,16.299,40.501,11.700999999999999,28.8,22.199,12.600999999999999,1.7680000000000002,9.600999999999999,27.801,34.346999999999994,20.8,36.999,56.247,16.299,21.8,75.40500000000002,1.399,7.099000000000001,0.5589999999999999,1.599,17.099,0.099,12.600999999999999,1.4,105.599,79.8,23.7,43.6,12.5,35.7,9.4,26.3,18.3,15.0,1.2550000000000001,7.9,24.0,32.544000000000004,21.8,39.6,55.53800000000001,12.5,17.8,68.045,2.8,7.1,0.487,1.5,21.4,0.069,15.0,3.4,88.2
