placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,ER_casa,IA%_casa,3PC_casa,3PT_casa,3P%_casa,2PC_casa,2PT_casa,2P%_casa,LLC_casa,LLT_casa,LL%_casa,EN_casa,BR_casa,B/E_casa,TO_casa,FC_casa,T/FC_casa,ET_casa,VI_casa,EF_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante,ER_visitante,IA%_visitante,3PC_visitante,3PT_visitante,3P%_visitante,2PC_visitante,2PT_visitante,2P%_visitante,LLC_visitante,LLT_visitante,LL%_visitante,EN_visitante,BR_visitante,B/E_visitante,TO_visitante,FC_visitante,T/FC_visitante,ET_visitante,VI_visitante,EF_visitante
88,77,2019-02-26,8,2,2018-2019,Fortaleza B. C. / CFO,Joinville / AABJ,74.6,24.3,39.8,10.5,34.3,9.5,24.8,13.0,14.1,0.9889999999999999,8.1,24.5,33.7,19.9,38.1,52.44500000000001,10.5,15.6,66.176,1.3,7.8,0.5860000000000001,2.5,20.3,0.127,14.1,2.9,78.2,76.25,29.25,36.8,10.2,33.2,10.55,22.65,11.55,13.45,0.8949999999999999,9.75,29.0,33.223,18.4,38.4,47.518,10.2,14.0,72.034,1.3,7.15,0.535,2.4,21.0,0.12000000000000002,13.45,2.35,73.95
109,65,2019-02-28,8,2,2018-2019,Paulistano,R10 Score Vasco da Gama,90.499,36.6,38.0,15.899000000000001,41.898999999999994,12.201,29.701,19.601,14.699000000000002,1.3819999999999997,12.2,31.601,38.856,19.0,33.900999999999996,55.99300000000001,15.899000000000001,21.1,75.704,2.901,4.7,0.32600000000000007,2.8009999999999997,22.1,0.133,14.699000000000002,1.9,104.801,77.5,22.95,39.1,15.45,37.65,12.3,25.35,16.9,14.15,1.242,7.65,24.15,31.487999999999992,19.55,41.8,46.736000000000004,15.45,20.65,75.1,0.3,7.35,0.5469999999999999,0.55,19.95,0.03,14.15,1.75,81.65
68,75,2019-02-28,8,2,2018-2019,Bauru Basket,Pinheiros,78.25,26.1,36.5,15.65,34.2,8.2,26.0,16.75,13.25,1.347,8.7,25.4,34.179,18.25,33.7,53.886,15.65,21.8,72.273,0.75,7.35,0.584,2.65,22.0,0.11800000000000002,13.25,2.15,87.4,82.15,33.3,34.3,14.55,37.65,12.2,25.45,15.05,13.65,1.154,11.1,28.8,38.919000000000004,17.15,35.0,48.79299999999999,14.55,20.95,70.77400000000002,1.2,7.3,0.55,1.2,19.4,0.06900000000000002,13.65,3.1,87.75
98,90,2019-02-28,8,2,2018-2019,Brasília,Joinville / AABJ,79.834,25.5,40.734,13.6,35.8,9.966,25.834000000000003,16.6,15.4,1.177,8.5,25.566,33.568,20.366,37.434000000000005,54.47099999999999,13.6,19.734,68.741,0.4,6.5,0.46799999999999997,2.7,22.3,0.12500000000000003,15.4,2.434,85.366,75.75,29.4,35.8,10.55,33.35,10.55,22.8,11.55,14.05,0.836,9.8,29.15,33.18,17.9,37.95,46.741,10.55,14.3,72.89500000000001,1.3,7.5,0.5369999999999999,2.5,20.0,0.132,14.05,2.55,73.35
90,79,2019-02-28,8,2,2018-2019,Corinthians,Mogi,84.6,24.0,41.299,19.301,35.4,10.449,24.951,18.349,13.049000000000001,1.453,8.001000000000001,23.099,34.867,20.651,39.749,52.237,19.301,24.199,79.976,2.05,8.35,0.6299999999999999,1.9509999999999998,24.301,0.079,13.049000000000001,1.65,96.401,81.6,25.8,43.0,12.8,40.1,11.5,28.6,19.7,13.0,1.6,8.6,23.4,37.11299999999999,21.5,40.9,53.21900000000001,12.8,18.4,70.03,1.5,5.8,0.46099999999999997,3.9,18.3,0.20800000000000002,13.0,1.6,98.1
67,73,2019-03-01,8,2,2018-2019,Botafogo,Flamengo,71.6,22.05,38.3,11.25,34.15,12.1,22.05,15.25,13.0,1.278,7.35,24.55,30.790999999999997,19.15,37.75,50.806000000000004,11.25,16.5,69.70700000000001,0.95,6.6,0.5810000000000001,1.75,22.1,0.081,13.0,2.85,75.25,87.0,25.5,45.4,16.1,43.2,13.6,29.6,19.3,13.2,1.591,8.5,24.9,34.341,22.7,39.9,56.959999999999994,16.1,20.5,78.275,1.3,5.4,0.48,1.6,19.7,0.084,13.2,1.3,105.3
93,78,2019-03-02,8,2,2018-2019,Sesi Franca,Pinheiros,85.2,30.0,40.0,15.2,33.5,7.4,26.1,17.4,12.9,1.3679999999999999,10.0,26.4,37.661,20.0,33.9,59.363000000000014,15.2,19.0,79.928,1.6,6.8,0.549,2.1,17.9,0.11000000000000001,12.9,1.9,97.9,81.7,31.65,34.9,15.15,37.25,11.7,25.55,14.85,13.6,1.144,10.55,27.5,38.49,17.45,35.45,48.977,15.15,21.7,70.885,1.2,7.45,0.5619999999999999,1.2,19.35,0.06900000000000002,13.6,3.3,87.35
83,60,2019-03-04,9,2,2018-2019,Sesi Franca,Corinthians,85.6,31.2,39.4,15.0,33.6,8.0,25.6,17.9,12.3,1.478,10.4,27.3,38.28,19.7,34.4,57.952999999999996,15.0,18.8,79.826,1.2,8.3,0.71,2.3,17.8,0.123,12.3,1.8,99.8,83.15,23.85,40.599000000000004,18.701,34.45,9.649,24.801,17.549,13.599,1.367,7.950999999999999,22.949,34.839,20.301,38.799,52.633,18.701,22.949,81.31,1.95,8.3,0.6179999999999999,2.101,23.500999999999998,0.089,13.599,1.5,94.051
