placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,ER_casa,IA%_casa,3PC_casa,3PT_casa,3P%_casa,2PC_casa,2PT_casa,2P%_casa,LLC_casa,LLT_casa,LL%_casa,EN_casa,BR_casa,B/E_casa,TO_casa,FC_casa,T/FC_casa,ET_casa,VI_casa,EF_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante,ER_visitante,IA%_visitante,3PC_visitante,3PT_visitante,3P%_visitante,2PC_visitante,2PT_visitante,2P%_visitante,LLC_visitante,LLT_visitante,LL%_visitante,EN_visitante,BR_visitante,B/E_visitante,TO_visitante,FC_visitante,T/FC_visitante,ET_visitante,VI_visitante,EF_visitante
80,79,2014-12-10,9,1,2014-2015,Coop/São José Basketball,Macaé Basquete,75.1,18.6,43.2,13.3,37.1,9.3,27.8,16.4,14.4,1.206,6.2,19.6,30.713,21.6,40.1,53.92399999999999,13.3,17.6,74.14,0.4,8.1,0.5950000000000001,1.6,18.3,0.09100000000000001,14.4,2.9,87.7,78.6,26.4,36.2,16.0,31.3,8.9,22.4,13.4,13.6,1.107,8.8,22.1,39.903999999999996,18.1,36.3,49.802,16.0,19.5,81.91499999999999,0.9,9.3,0.712,1.4,23.4,0.06000000000000001,13.6,3.3,85.4
68,60,2014-12-10,9,1,2014-2015,Fortaleza B. C. / CFO,Rio Claro,74.9,24.3,38.0,12.6,35.0,11.7,23.3,12.8,14.1,0.9940000000000001,8.1,26.3,30.343,19.0,38.8,48.876,12.6,18.3,67.50399999999999,1.4,10.5,0.7689999999999999,3.0,19.7,0.153,14.1,2.5,78.4,73.5,19.5,40.0,14.0,30.625,8.75,21.875,16.875,14.125,1.2974999999999999,6.5,23.0,28.075000000000003,20.0,38.375,51.892500000000005,14.0,17.625,80.27625,2.0,10.375,0.7762500000000001,1.0,18.125,0.0675,14.125,3.5,79.75
83,87,2014-12-10,9,1,2014-2015,Brasília,Limeira,78.6,22.2,42.2,14.2,36.0,9.8,26.2,15.0,12.2,1.291,7.4,23.8,31.547999999999995,21.1,40.9,51.86899999999999,14.2,17.9,77.84299999999999,2.6,7.9,0.692,2.9,23.0,0.133,12.2,2.4,88.3,78.9,27.0,36.4,15.5,29.9,8.3,21.6,16.2,12.8,1.379,9.0,23.2,38.884,18.2,34.5,53.11999999999999,15.5,19.4,80.05100000000002,1.7,8.9,0.753,2.1,21.9,0.095,12.8,2.6,88.8
